trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,False,"{'a': 0.8, 'e': 0.35999999999999943}",20,6,-27.987385224467708,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
33,False,"{'a': 0.8, 'e': 0.3399999999999994}",25,8,-48.469351973888955,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.3199999999999994}",25,3,-3.5294864251131464,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
35,False,"{'a': 0.8, 'e': 0.2999999999999994}",25,0,-95.97341377776719,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
36,False,"{'a': 0.8, 'e': 0.27999999999999936}",35,17,12.019457373912163,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
37,False,"{'a': 0.8, 'e': 0.25999999999999934}",20,0,-31.789465057996846,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
38,False,"{'a': 0.8, 'e': 0.23999999999999935}",20,3,1.6416600606940441,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.8, 'e': 0.21999999999999936}",20,10,-5.614868567153792,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.8, 'e': 0.19999999999999937}",20,8,-40.52604293097903,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
41,False,"{'a': 0.8, 'e': 0.17999999999999938}",25,15,7.290796609853192,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.8, 'e': 0.1599999999999994}",20,7,-12.148813137422769,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
43,False,"{'a': 0.8, 'e': 0.1399999999999994}",20,5,-13.75396022322364,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.8, 'e': 0.1199999999999994}",20,2,-53.36201064544882,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
45,False,"{'a': 0.8, 'e': 0.0999999999999994}",30,20,17.549629991353832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.8, 'e': 0.07999999999999939}",20,16,8.288650404071497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.8, 'e': 0.05999999999999939}",25,0,-5.787342984543588,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
48,False,"{'a': 0.8, 'e': 0.03999999999999938}",20,0,-14.648063953628348,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",35,7,28.656552977355712,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,7.492486592204976,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,20,9.946732578593524,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,16.678559072926472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,8,1.2629052678195674,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
6,True,"{'a': 0, 'e': 0}",30,13,-1.3327578097059603,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,24.334086779891607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,18.785982605339083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,16.80959420744824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,16,15.377807983052621,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
