trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.7, 'e': 0.99848788123759846}",20,0,-54.972499163559284,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
57,False,"{'a': 0.7, 'e': 0.99843240972783442}",20,0,-78.91250122049944,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
58,False,"{'a': 0.7, 'e': 0.99837593978574379}",25,0,-144.12135586146107,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
59,False,"{'a': 0.7, 'e': 0.99831847146779662}",30,0,-169.68914278676831,"{0: 13, 1: 7, 2: 7, 3: 2, 4: 1}",0
60,False,"{'a': 0.7, 'e': 0.99826000483146127}",30,0,-191.67125766313703,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
61,False,"{'a': 0.7, 'e': 0.99820053993520419}",20,0,-104.79922413137157,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
62,False,"{'a': 0.7, 'e': 0.99814007683849038}",20,0,-70.2811509180283,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.7, 'e': 0.9980786156017829}",25,0,-52.8707065498196,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
64,False,"{'a': 0.7, 'e': 0.99801615628654294}",25,1,-91.07479732693368,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
65,False,"{'a': 0.7, 'e': 0.99795269895522998}",20,0,-109.67050843989769,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
66,False,"{'a': 0.7, 'e': 0.99788824367130113}",20,0,-73.7710005992681,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
67,False,"{'a': 0.7, 'e': 0.99782279049921174}",20,0,-110.12136684092224,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
68,False,"{'a': 0.7, 'e': 0.99775633950441511}",20,0,-41.19417842400784,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.7, 'e': 0.99768889075336209}",30,9,-195.99099813224282,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 4}",1
70,False,"{'a': 0.7, 'e': 0.99762044431350139}",20,0,-128.85543826352261,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
71,False,"{'a': 0.7, 'e': 0.99755100025327959}",25,0,-133.0903760631315,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
72,False,"{'a': 0.7, 'e': 0.99748055864214058}",20,0,-153.76319457180927,"{0: 7, 1: 4, 2: 5, 3: 3, 4: 1}",0
73,False,"{'a': 0.7, 'e': 0.99740911955052614}",20,0,-121.17176415083775,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
74,False,"{'a': 0.7, 'e': 0.99733668304987522}",30,0,-135.31921079585206,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
75,False,"{'a': 0.7, 'e': 0.99726324921262444}",25,0,-111.11858624788233,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
76,False,"{'a': 0.7, 'e': 0.9971888181122075}",25,0,-100.99507139385544,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
77,False,"{'a': 0.7, 'e': 0.99711338982305553}",20,0,-69.79874227072507,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.7, 'e': 0.99703696442059675}",25,0,-226.7710108746031,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
79,False,"{'a': 0.7, 'e': 0.9969595419812568}",30,0,-136.4977004333111,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
80,False,"{'a': 0.7, 'e': 0.99688112258245787}",20,0,-114.35421523207062,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
81,False,"{'a': 0.7, 'e': 0.99680170630261944}",20,0,-193.69223937080145,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
82,False,"{'a': 0.7, 'e': 0.99672129322115766}",20,0,-82.36628957676484,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.7, 'e': 0.99663988341848586}",30,2,-129.43874421864345,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 2}",1
84,False,"{'a': 0.7, 'e': 0.99655747697601371}",20,0,-71.6792484715486,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.7, 'e': 0.99647407397614751}",25,0,-73.33822276079583,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
86,False,"{'a': 0.7, 'e': 0.99638967450229043}",20,0,-142.3253982089231,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
87,False,"{'a': 0.7, 'e': 0.99630427863884197}",20,0,-60.18043999321363,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
88,False,"{'a': 0.7, 'e': 0.9962178864711978}",25,0,-168.32636212619576,"{0: 13, 1: 4, 2: 3, 3: 3, 4: 2}",0
89,False,"{'a': 0.7, 'e': 0.99613049808575016}",20,0,-152.65639210653205,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
90,False,"{'a': 0.7, 'e': 0.99604211356988748}",30,1,-220.04862957670852,"{0: 13, 1: 1, 2: 11, 3: 2, 4: 2}",1
91,False,"{'a': 0.7, 'e': 0.99595273301199427}",20,0,-32.72724324046241,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.7, 'e': 0.99586235650145094}",20,0,-199.32938117837838,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 3}",0
93,False,"{'a': 0.7, 'e': 0.99577098412863418}",30,0,-138.38740325288788,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
94,False,"{'a': 0.7, 'e': 0.99567861598491625}",25,12,-66.43077740936602,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
95,False,"{'a': 0.7, 'e': 0.99558525216266536}",25,0,-123.77961048389942,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
96,False,"{'a': 0.7, 'e': 0.99549089275524527}",20,0,-107.5170762921687,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
97,False,"{'a': 0.7, 'e': 0.99539553785701529}",20,6,-99.97115142930689,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
98,False,"{'a': 0.7, 'e': 0.99529918756333047}",25,0,-218.3267677230283,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
99,False,"{'a': 0.7, 'e': 0.99520184197054096}",30,21,-34.90494748278554,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.7, 'e': 0.99510350117599256}",20,0,-69.37960757912994,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
101,False,"{'a': 0.7, 'e': 0.99500416527802582}",25,0,-116.34040860542748,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
102,False,"{'a': 0.7, 'e': 0.99490383437597663}",25,0,-80.08578766320062,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.7, 'e': 0.99480250857017605}",20,0,-94.99609240653214,"{0: 8, 1: 6, 2: 5, 3: 1, 4: 0}",0
104,False,"{'a': 0.7, 'e': 0.99470018796194981}",20,0,-69.31159012459747,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
105,False,"{'a': 0.7, 'e': 0.99459687265361851}",30,10,-118.43533025740403,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",1
106,False,"{'a': 0.7, 'e': 0.9944925627484974}",20,0,-227.24447789731158,"{0: 7, 1: 0, 2: 9, 3: 1, 4: 3}",0
107,False,"{'a': 0.7, 'e': 0.99438725835089647}",25,0,-106.4653559456553,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
108,False,"{'a': 0.7, 'e': 0.99428095956612006}",20,0,-50.034899873451955,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.7, 'e': 0.9941736665004669}",20,0,-136.15182025306527,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
110,False,"{'a': 0.7, 'e': 0.99406537926123006}",30,0,-81.3743014900153,"{0: 19, 1: 6, 2: 3, 3: 2, 4: 0}",0
111,False,"{'a': 0.7, 'e': 0.99395609795669682}",30,0,-110.08510715150521,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
112,False,"{'a': 0.7, 'e': 0.99384582269614852}",25,0,-78.41429760861736,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
113,False,"{'a': 0.7, 'e': 0.99373455358986029}",20,0,-190.0291911242954,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
114,False,"{'a': 0.7, 'e': 0.99362229074910124}",25,0,-68.2874996889286,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
115,False,"{'a': 0.7, 'e': 0.99350903428613424}",20,0,-113.30865900267176,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
116,False,"{'a': 0.7, 'e': 0.9933947843142158}",25,0,-152.40384227294223,"{0: 14, 1: 2, 2: 4, 3: 4, 4: 1}",0
117,False,"{'a': 0.7, 'e': 0.99327954094759585}",25,16,-49.45684730236682,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.7, 'e': 0.99316330430151767}",25,0,-267.36249096409114,"{0: 10, 1: 2, 2: 5, 3: 5, 4: 3}",0
119,False,"{'a': 0.7, 'e': 0.99304607449221804}",30,0,-98.14933622845399,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
120,False,"{'a': 0.7, 'e': 0.99292785163692654}",20,0,-123.84340038935606,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
121,False,"{'a': 0.7, 'e': 0.99280863585386625}",30,0,-256.2944767716187,"{0: 16, 1: 0, 2: 9, 3: 1, 4: 4}",0
122,False,"{'a': 0.7, 'e': 0.99268842726225281}",20,0,-190.90791240272537,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
123,False,"{'a': 0.7, 'e': 0.99256722598229485}",20,0,-48.53063366720373,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
124,False,"{'a': 0.7, 'e': 0.99244503213519353}",25,0,-162.62821284090046,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
125,False,"{'a': 0.7, 'e': 0.99232184584314287}",20,0,-89.7297716128492,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
126,False,"{'a': 0.7, 'e': 0.99219766722932901}",20,0,-176.83627292008825,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 3}",0
127,False,"{'a': 0.7, 'e': 0.99207249641793072}",20,0,-100.6661682156468,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
128,False,"{'a': 0.7, 'e': 0.99194633353411854}",20,11,-46.96400351348524,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.7, 'e': 0.99181917870405556}",20,0,-69.24701303820707,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
130,False,"{'a': 0.7, 'e': 0.9916910320548965}",20,0,-52.86730684903225,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
131,False,"{'a': 0.7, 'e': 0.99156189371478809}",20,0,-158.6128152650498,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
132,False,"{'a': 0.7, 'e': 0.99143176381286846}",20,0,-32.81104142690073,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
133,False,"{'a': 0.7, 'e': 0.99130064247926775}",20,0,-73.5643359255297,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
134,False,"{'a': 0.7, 'e': 0.99116852984510717}",30,0,-171.73551400443455,"{0: 16, 1: 6, 2: 4, 3: 2, 4: 2}",0
135,False,"{'a': 0.7, 'e': 0.99103542604249928}",25,0,-119.78934867637909,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
136,False,"{'a': 0.7, 'e': 0.99090133120454793}",20,0,-58.21763683924252,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
137,False,"{'a': 0.7, 'e': 0.99076624546534797}",20,0,-83.39941842520648,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
138,False,"{'a': 0.7, 'e': 0.99063016895998512}",25,0,-77.01003674344622,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
139,False,"{'a': 0.7, 'e': 0.99049310182453587}",30,0,-147.60749569707008,"{0: 19, 1: 5, 2: 2, 3: 2, 4: 2}",0
140,False,"{'a': 0.7, 'e': 0.99035504419606735}",20,0,-102.18719186144268,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
141,False,"{'a': 0.7, 'e': 0.99021599621263712}",25,0,-50.17939553773142,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
142,False,"{'a': 0.7, 'e': 0.99007595801329329}",20,0,-141.6483836140237,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
143,False,"{'a': 0.7, 'e': 0.98993492973807384}",25,0,-155.2809711047396,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
144,False,"{'a': 0.7, 'e': 0.98979291152800719}",20,0,-136.08482014983662,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
145,False,"{'a': 0.7, 'e': 0.98964990352511151}",25,0,-70.43625465803208,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
146,False,"{'a': 0.7, 'e': 0.98950590587239473}",30,0,-258.80715137385675,"{0: 11, 1: 2, 2: 12, 3: 3, 4: 2}",0
147,False,"{'a': 0.7, 'e': 0.98936091871385456}",25,0,-55.51018265189609,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.98921494219447814}",30,0,-118.5438709210235,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
149,False,"{'a': 0.7, 'e': 0.98906797646024203}",20,0,-152.29162262442983,"{0: 8, 1: 3, 2: 6, 3: 2, 4: 1}",0
150,False,"{'a': 0.7, 'e': 0.98892002165811177}",20,0,-47.80318885464118,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
151,False,"{'a': 0.7, 'e': 0.98877107793604224}",20,0,-101.92098637475718,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
152,False,"{'a': 0.7, 'e': 0.9886211454429773}",20,7,-5.478076252661883,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.7, 'e': 0.98847022432884923}",30,0,-41.031150629797594,"{0: 20, 1: 6, 2: 4, 3: 0, 4: 0}",0
154,False,"{'a': 0.7, 'e': 0.98831831474457921}",20,0,-137.172774265322,"{0: 8, 1: 6, 2: 3, 3: 2, 4: 1}",0
155,False,"{'a': 0.7, 'e': 0.9881654168420767}",25,7,-145.7213334385067,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 2}",1
156,False,"{'a': 0.7, 'e': 0.98801153077423987}",35,0,-96.07851533673681,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
157,False,"{'a': 0.7, 'e': 0.98785665669495448}",20,0,-126.60090056126785,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
158,False,"{'a': 0.7, 'e': 0.98770079475909478}",20,0,-170.47919244045656,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
159,False,"{'a': 0.7, 'e': 0.98754394512252264}",25,0,-132.35862858226795,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
160,False,"{'a': 0.7, 'e': 0.98738610794208759}",30,17,-62.29183868546722,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
161,False,"{'a': 0.7, 'e': 0.98722728337562693}",30,17,-73.5450783186458,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
162,False,"{'a': 0.7, 'e': 0.98706747158196517}",20,0,-85.33194422263894,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
163,False,"{'a': 0.7, 'e': 0.98690667272091404}",20,0,-154.13117699472045,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
164,False,"{'a': 0.7, 'e': 0.98674488695327256}",20,0,-40.24680978553066,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
165,False,"{'a': 0.7, 'e': 0.98658211444082622}",20,0,-45.122735944054725,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
166,False,"{'a': 0.7, 'e': 0.9864183553463477}",20,0,-54.40254932497428,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
167,False,"{'a': 0.7, 'e': 0.986253609833596}",20,0,-40.403283869970466,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
168,False,"{'a': 0.7, 'e': 0.98608787806731668}",25,0,-126.8861764705753,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
169,False,"{'a': 0.7, 'e': 0.9859211602132415}",30,0,-232.38425984066959,"{0: 13, 1: 4, 2: 10, 3: 0, 4: 3}",0
170,False,"{'a': 0.7, 'e': 0.9857534564380882}",25,0,-172.923763344121,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
171,False,"{'a': 0.7, 'e': 0.98558476690956076}",20,0,-147.5670162246011,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
172,False,"{'a': 0.7, 'e': 0.98541509179634834}",20,14,-16.86394984204405,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.98524443126812633}",20,0,-96.22103152545714,"{0: 8, 1: 3, 2: 9, 3: 0, 4: 0}",0
174,False,"{'a': 0.7, 'e': 0.98507278549555521}",20,0,-163.417179693078,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
175,False,"{'a': 0.7, 'e': 0.98490015465028058}",20,0,-170.37123862403433,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
176,False,"{'a': 0.7, 'e': 0.98472653890493345}",30,0,-111.0823945566289,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
177,False,"{'a': 0.7, 'e': 0.98455193843312949}",20,9,-79.43005217398756,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 1}",1
178,False,"{'a': 0.7, 'e': 0.98437635340946905}",20,0,-143.3236879515164,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
179,False,"{'a': 0.7, 'e': 0.98419978400953734}",20,0,-117.27050774330739,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
180,False,"{'a': 0.7, 'e': 0.98402223040990355}",20,0,-144.39511893123097,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
181,False,"{'a': 0.7, 'e': 0.98384369278812145}",25,0,-152.2939261238587,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
182,False,"{'a': 0.7, 'e': 0.98366417132272843}",20,11,0.33482209439475197,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.98348366619324612}",25,0,-190.89705910374607,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
