trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 1.0}",20,0,-91.63094663376195,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
2,False,"{'a': 0.8, 'e': 0.9}",25,0,-116.52048135217518,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
3,False,"{'a': 0.8, 'e': 0.81}",25,2,-154.06185391281312,"{0: 12, 1: 4, 2: 3, 3: 2, 4: 2}",1
4,False,"{'a': 0.8, 'e': 0.7290000000000001}",25,0,-132.24142061667047,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
5,False,"{'a': 0.8, 'e': 0.6561}",20,0,-151.48540550696796,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
6,False,"{'a': 0.8, 'e': 0.5904900000000001}",25,13,-62.17724898143688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
7,False,"{'a': 0.8, 'e': 0.531441}",35,0,-56.0032285776805,"{0: 24, 1: 5, 2: 6, 3: 0, 4: 0}",0
8,False,"{'a': 0.8, 'e': 0.4782969000000001}",20,0,-126.34844434976539,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
9,False,"{'a': 0.8, 'e': 0.4304672100000001}",25,13,-35.50741098615528,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
10,False,"{'a': 0.8, 'e': 0.3874204890000001}",20,0,-86.09847664218634,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
11,False,"{'a': 0.8, 'e': 0.3486784401000001}",25,0,-107.21378439137138,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
12,False,"{'a': 0.8, 'e': 0.31381059609000006}",25,0,-88.82764127454283,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.8, 'e': 0.2824295364810001}",30,8,21.927200639355423,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.8, 'e': 0.2541865828329001}",20,0,-83.69013851199941,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
15,False,"{'a': 0.8, 'e': 0.2287679245496101}",20,0,-127.19784767583441,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
16,False,"{'a': 0.8, 'e': 0.20589113209464907}",25,2,-66.65353728561875,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
17,False,"{'a': 0.8, 'e': 0.18530201888518416}",25,8,-70.1699554760145,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
18,False,"{'a': 0.8, 'e': 0.16677181699666577}",30,19,-44.87879159216366,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
19,False,"{'a': 0.8, 'e': 0.15009463529699918}",25,2,-124.05907270329654,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 3}",1
20,False,"{'a': 0.8, 'e': 0.13508517176729928}",20,9,9.138712712694181,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
21,False,"{'a': 0.8, 'e': 0.12157665459056935}",25,17,13.509416987269091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
